incident_number,area_occ,rpt_dist,dispatch_date,dispatch_time,call_type_code,call_type_text
191007003710,Outside,,2019-10-07T00:00:00.000,15:27:10,006,CODE 6
190627007105,Southwest,0363,2019-06-27T00:00:00.000,21:56:23,415G,GRP
912280000233,Pacific,1401,2019-12-28T00:00:00.000,13:39:01,415M,MAN
911120000284,Hollenbeck,0402,2019-11-12T00:00:00.000,13:58:22,594SN,SUSP NOW
001170000030,Outside,,2020-01-17T00:00:00.000,02:06:35,006,CODE 6
190923003031,Mission,1974,2019-09-23T00:00:00.000,13:12:11,620D,DOM VIOL
190204000393,Southeast,1841,2019-02-04T00:00:00.000,02:39:56,900,UNKNOWN TROUBLE
190425005658,77th Street,1255,2019-04-25T00:00:00.000,19:46:14,006,CODE 6
190305005908,N Hollywood,1566,2019-03-05T00:00:00.000,23:29:32,902,TRAFFIC STOP
190617002674,Outside,,2019-06-17T00:00:00.000,11:47:20,006,CODE 6
190207005664,Newton,1383,2019-02-07T00:00:00.000,20:39:02,288P4,POSS ABUSE
190110006137,Rampart,,2019-01-10T00:00:00.000,21:30:41,006,CODE 6
191004003674,Outside,,2019-10-04T00:00:00.000,15:15:11,006,CODE 6
190810002642,Outside,,2019-08-10T00:00:00.000,12:41:49,006,CODE 6
190720003881,Outside,,2019-07-20T00:00:00.000,15:59:07,006,CODE 6
190706004134,Newton,1367,2019-07-06T00:00:00.000,18:28:00,4591I,BFV INVEST
190112004350,Southwest,0373,2019-01-12T00:00:00.000,20:55:52,246H,HEARD ONLY
191018000332,Hollywood,0647,2019-10-18T00:00:00.000,01:40:25,459PS,POSS SUSP
190716003624,Van Nuys,0935,2019-07-16T00:00:00.000,13:56:12,594S,SUSP
190601002776,Outside,,2019-06-01T00:00:00.000,13:22:20,902,TRAFFIC STOP
191015004622,Foothill,1611,2019-10-15T00:00:00.000,17:04:39,9212,TRESPASS SUSP
190615006166,Outside,,2019-06-15T00:00:00.000,21:40:07,006,CODE 6
190815002933,Outside,,2019-08-15T00:00:00.000,12:43:16,006,CODE 6
190523001720,West Valley,1029,2019-05-23T00:00:00.000,09:43:48,900,UNKNOWN TROUBLE
190806001813,Outside,,2019-08-06T00:00:00.000,09:46:19,006,CODE 6
912230000019,Northeast,1109,2019-12-23T00:00:00.000,01:08:22,006,CODE 6
912260000028,Central,0158,2019-12-26T00:00:00.000,02:10:10,900,UNKNOWN TROUBLE
190526000075,Outside,,2019-05-26T00:00:00.000,00:10:37,006,CODE 6
912060000266,Harbor,0587,2019-12-06T00:00:00.000,13:05:32,918M,MALE
190712000234,Newton,1321,2019-07-12T00:00:00.000,01:02:15,907P3,POSS ATT SUICIDE
190531002849,Outside,,2019-05-31T00:00:00.000,13:25:23,006,CODE 6
191016001814,Outside,,2019-10-16T00:00:00.000,10:02:14,006,CODE 6
190420001148,77th Street,1204,2019-04-20T00:00:00.000,07:42:53,415M,MAN
190928000360,Southwest,0392,2019-09-28T00:00:00.000,03:00:40,507R,RADIO
190105001710,Newton,,2019-01-05T00:00:00.000,11:11:13,006,CODE 6
190617005986,Central,0154,2019-06-17T00:00:00.000,19:45:30,594SN,SUSP NOW
190203004359,Northeast,1172,2019-02-03T00:00:00.000,21:39:35,415M,MAN
190110004108,Pacific,1412,2019-01-10T00:00:00.000,15:56:31,006,CODE 6
190810002764,Wilshire,0738,2019-08-10T00:00:00.000,13:06:13,904A3,AMB CPI
912230000525,Outside,,2019-12-23T00:00:00.000,23:58:21,006,CODE 6
190824002706,Outside,,2019-08-24T00:00:00.000,12:22:09,006,CODE 6
191008003687,Outside,,2019-10-08T00:00:00.000,14:33:42,006,CODE 6
190702003312,Outside,,2019-07-02T00:00:00.000,13:45:16,006,CODE 6
190221001731,UNK,,2019-02-21T00:00:00.000,09:50:14,006,CODE 6
190807005583,Van Nuys,0938,2019-08-07T00:00:00.000,19:05:19,415F,FIGHT
912130000125,Central,0158,2019-12-13T00:00:00.000,08:25:19,447A,AMB
912220000433,Outside,,2019-12-22T00:00:00.000,20:35:35,006,CODE 6
190715006233,Northeast,1143,2019-07-15T00:00:00.000,21:50:38,242D,DOM VIOL
190816006728,Wilshire,0778,2019-08-16T00:00:00.000,22:06:02,006,CODE 6
190812004962,Outside,,2019-08-12T00:00:00.000,19:58:40,902,TRAFFIC STOP
190720003862,Van Nuys,0964,2019-07-20T00:00:00.000,15:57:47,390MV,MAN IN VEH
190613004087,Hollywood,0615,2019-06-13T00:00:00.000,15:15:39,245PS,POSS SUSP
190903002233,Southeast,1862,2019-09-03T00:00:00.000,10:07:15,246I,INVEST
190423002862,UNK,,2019-04-23T00:00:00.000,12:01:39,006,CODE 6
190207005429,Foothill,1651,2019-02-07T00:00:00.000,19:55:13,006,CODE 6
190815002245,Southwest,0379,2019-08-15T00:00:00.000,11:08:34,459S,SUSP
190403002757,UNK,,2019-04-03T00:00:00.000,13:00:55,006,CODE 6
001070000565,Outside,,2020-01-07T00:00:00.000,22:21:39,902,TRAFFIC STOP
190824001088,Southeast,1849,2019-08-24T00:00:00.000,06:57:04,459PS,POSS SUSP
190418006669,UNK,,2019-04-18T00:00:00.000,22:46:38,006,CODE 6
190729006414,Hollywood,0632,2019-07-29T00:00:00.000,21:32:24,006,CODE 6
001110000235,Hollenbeck,0449,2020-01-11T00:00:00.000,13:24:49,314W,WMN
912100000093,Outside,,2019-12-10T00:00:00.000,07:20:41,902,TRAFFIC STOP
190829007112,Olympic,2099,2019-08-29T00:00:00.000,23:38:59,006,CODE 6
190916005430,Outside,,2019-09-16T00:00:00.000,19:56:52,006,CODE 6
191006001348,Outside,,2019-10-06T00:00:00.000,07:19:11,006,CODE 6
190709005227,Outside,,2019-07-09T00:00:00.000,17:45:49,006,CODE 6
190421001688,West LA,,2019-04-21T00:00:00.000,10:49:07,006,CODE 6
190426004883,Southeast,,2019-04-26T00:00:00.000,19:08:40,006,CODE 6
001230000145,N Hollywood,1512,2020-01-23T00:00:00.000,09:00:30,314M,MAN
190530006869,77th Street,1253,2019-05-30T00:00:00.000,23:49:29,484PS,POSS SUSP
190711004061,Olympic,2088,2019-07-11T00:00:00.000,15:20:21,9212N,TRESPASS SUSP NOW
190325004946,Devonshire,1797,2019-03-25T00:00:00.000,19:32:48,415M,MAN
191008000196,Outside,,2019-10-08T00:00:00.000,01:04:18,006,CODE 6
001170000243,Foothill,1654,2020-01-17T00:00:00.000,12:41:30,415MP3,MAN POSS GUN
190612002953,Outside,,2019-06-12T00:00:00.000,12:40:29,006,CODE 6
912220000416,Southeast,1805,2019-12-22T00:00:00.000,19:57:44,006,CODE 6
190718000373,Olympic,2029,2019-07-18T00:00:00.000,01:54:08,006,CODE 6
190724005302,Van Nuys,0989,2019-07-24T00:00:00.000,18:24:37,9073,ATT SUICIDE
190127005874,Foothill,1622,2019-01-27T00:00:00.000,23:31:26,006,CODE 6
190307004299,Central,,2019-03-07T00:00:00.000,16:28:49,902,TRAFFIC STOP
911080000597,Northeast,1134,2019-11-08T00:00:00.000,23:20:45,507R,RADIO
190207001685,UNK,,2019-02-07T00:00:00.000,09:31:37,006,CODE 6
191020003939,77th Street,1232,2019-10-20T00:00:00.000,17:24:08,211J,J/O
190401004923,Newton,,2019-04-01T00:00:00.000,18:27:08,006,CODE 6
190803001719,Outside,,2019-08-03T00:00:00.000,09:35:30,006,CODE 6
190325000890,Hollenbeck,,2019-03-25T00:00:00.000,07:02:12,006,CODE 6
190329002177,Van Nuys,0952,2019-03-29T00:00:00.000,11:14:37,620M,MAN/WMN
911240000452,77th Street,1268,2019-11-24T00:00:00.000,22:09:20,9212,TRESPASS SUSP
001230000210,Olympic,2027,2020-01-23T00:00:00.000,10:45:43,006,CODE 6
190225000421,Southwest,0334,2019-02-25T00:00:00.000,03:41:54,415M,MAN
190915005784,Rampart,0237,2019-09-15T00:00:00.000,22:34:03,511,RECKLESS DRIVER
190618001741,N Hollywood,1521,2019-06-18T00:00:00.000,09:23:51,907P3,POSS ATT SUICIDE
190615002428,Van Nuys,0946,2019-06-15T00:00:00.000,11:25:11,6201,ROOMMATE
912290000331,Topanga,2156,2019-12-29T00:00:00.000,17:13:47,484SL,SUSP J/L
191005003681,77th Street,1205,2019-10-05T00:00:00.000,16:42:07,620F,FAMILY
190427002860,Harbor,0563,2019-04-27T00:00:00.000,14:50:02,242DS,DOM VIOL SUSP
190706006476,Outside,,2019-07-06T00:00:00.000,23:29:23,006,CODE 6
190330005175,Hollywood,0642,2019-03-30T00:00:00.000,21:33:44,906B1,CODE 30 RINGER
190111000677,Central,0153,2019-01-11T00:00:00.000,05:26:00,459X,I/P
190913004834,Southeast,1881,2019-09-13T00:00:00.000,18:17:11,415G,GRP
190312003539,Wilshire,,2019-03-12T00:00:00.000,14:40:58,006,CODE 6
190829001340,Mission,1995,2019-08-29T00:00:00.000,08:10:53,415M,MAN
190824002749,West Valley,1061,2019-08-24T00:00:00.000,12:30:28,9044,H & R FEL
912100000112,Outside,,2019-12-10T00:00:00.000,07:58:53,006,CODE 6
001040000487,Wilshire,0743,2020-01-04T00:00:00.000,20:49:36,9044,H & R FEL
190805006398,Outside,,2019-08-05T00:00:00.000,23:18:10,006,CODE 6
191010001670,Outside,,2019-10-10T00:00:00.000,09:12:38,006,CODE 6
191002003255,Outside,,2019-10-02T00:00:00.000,14:48:49,006,CODE 6
190706000731,Pacific,1443,2019-07-06T00:00:00.000,03:59:10,9065,VISUAL (C30 VICTOR)
190807003883,Central,0142,2019-08-07T00:00:00.000,14:44:28,594SN,SUSP NOW
912080000365,Pacific,1449,2019-12-08T00:00:00.000,18:10:57,930W,WMN
911230000400,Hollenbeck,0424,2019-11-23T00:00:00.000,19:37:48,620D,DOM VIOL
190513004502,Outside,,2019-05-13T00:00:00.000,17:27:22,006,CODE 6
190921006419,Northeast,1122,2019-09-21T00:00:00.000,23:23:44,006,CODE 6
190322001970,Foothill,1637,2019-03-22T00:00:00.000,10:53:43,006,CODE 6
190911000185,Wilshire,0784,2019-09-11T00:00:00.000,00:43:26,415M8W,MAN ASSLTG WMN
190622003314,Outside,,2019-06-22T00:00:00.000,13:44:04,006,CODE 6
190802004462,Foothill,1663,2019-08-02T00:00:00.000,17:29:27,9046,DUI INVD
190407002958,Harbor,,2019-04-07T00:00:00.000,15:01:42,006,CODE 6
190806004344,Southeast,1822,2019-08-06T00:00:00.000,17:06:58,006,CODE 6
190319000597,UNK,,2019-03-19T00:00:00.000,04:32:22,006,CODE 6
190615001947,Outside,,2019-06-15T00:00:00.000,09:35:45,006,CODE 6
190129002611,Devonshire,,2019-01-29T00:00:00.000,11:13:33,006,CODE 6
190209000744,UNK,,2019-02-09T00:00:00.000,04:31:10,006,CODE 6
190830002032,Outside,,2019-08-30T00:00:00.000,10:23:19,006,CODE 6
190706006083,Topanga,2128,2019-07-06T00:00:00.000,23:10:35,415JG,JUV GRP
191023005121,Hollenbeck,0448,2019-10-23T00:00:00.000,20:07:46,2881SN,MOLEST SUSP NOW
190810004290,Van Nuys,0943,2019-08-10T00:00:00.000,17:31:27,459PSN,POSS SUSP NOW
190704005828,Southwest,0337,2019-07-04T00:00:00.000,20:13:20,507P,PARTY
912280000199,Olympic,2056,2019-12-28T00:00:00.000,12:14:24,006,CODE 6
190619000682,N Hollywood,1517,2019-06-19T00:00:00.000,03:51:39,242D,DOM VIOL
190506004314,Rampart,0256,2019-05-06T00:00:00.000,17:31:12,415M,MAN
912090000440,Outside,,2019-12-09T00:00:00.000,17:42:01,902,TRAFFIC STOP
001210000041,Outside,,2020-01-21T00:00:00.000,03:20:41,006,CODE 6
190406001502,Southwest,,2019-04-06T00:00:00.000,09:19:52,006,CODE 6
190619001709,Outside,,2019-06-19T00:00:00.000,08:43:07,006,CODE 6
191003000044,Outside,,2019-10-03T00:00:00.000,00:10:41,006,CODE 6
191102001022,77th Street,1283,2019-11-02T00:00:00.000,07:16:20,594I,INVEST
190628006278,Outside,,2019-06-28T00:00:00.000,20:17:27,006,CODE 6
191017004191,Rampart,0231,2019-10-17T00:00:00.000,17:16:58,620B,BUSN
190814006479,West Valley,1004,2019-08-14T00:00:00.000,21:08:32,459PS,POSS SUSP
190605003016,West LA,0881,2019-06-05T00:00:00.000,13:36:13,415M,MAN
911240000214,Outside,,2019-11-24T00:00:00.000,13:54:32,006,CODE 6
190611005966,Wilshire,0743,2019-06-11T00:00:00.000,19:59:26,900,UNKNOWN TROUBLE
190507000107,Hollywood,0637,2019-05-07T00:00:00.000,00:32:27,314M,MAN
190808004392,Outside,,2019-08-08T00:00:00.000,15:44:25,006,CODE 6
191022004320,Outside,,2019-10-22T00:00:00.000,20:10:23,006,CODE 6
190302003975,Southwest,0375,2019-03-02T00:00:00.000,19:37:49,006,CODE 6
190715002030,Outside,,2019-07-15T00:00:00.000,10:00:01,006,CODE 6
190828001551,West LA,0803,2019-08-28T00:00:00.000,08:44:01,006,CODE 6
190212005885,Hollywood,0647,2019-02-12T00:00:00.000,21:23:32,507R,RADIO
191012001663,Outside,,2019-10-12T00:00:00.000,11:54:31,006,CODE 6
190620003686,Outside,,2019-06-20T00:00:00.000,14:45:10,006,CODE 6
190901005512,Newton,1353,2019-09-01T00:00:00.000,21:36:53,9046,DUI INVD
190201005839,Southwest,,2019-02-01T00:00:00.000,21:48:50,006,CODE 6
190624006554,Olympic,2054,2019-06-24T00:00:00.000,22:19:18,006,CODE 6
190729007000,Mission,1983,2019-07-30T00:00:00.000,00:22:41,9212,TRESPASS SUSP
190912006320,West Valley,1012,2019-09-12T00:00:00.000,21:04:43,242S,SUSP
190430000984,Mission,1901,2019-04-30T00:00:00.000,07:23:53,006,CODE 6
190307002199,Mission,,2019-03-07T00:00:00.000,10:54:56,006,CODE 6
190615003058,Outside,,2019-06-15T00:00:00.000,13:19:38,006,CODE 6
190419001773,Harbor,,2019-04-19T00:00:00.000,09:54:01,006,CODE 6
190301002129,UNK,,2019-03-01T00:00:00.000,10:57:16,006,CODE 6
912180000601,Pacific,1412,2019-12-18T00:00:00.000,23:16:06,906B1,CODE 30 RINGER
190108005115,Mission,,2019-01-08T00:00:00.000,19:52:09,006,CODE 6
191023004579,Harbor,0513,2019-10-23T00:00:00.000,19:17:43,242DI,DOM VIOL INVESTIGATI
190713002421,Devonshire,1753,2019-07-13T00:00:00.000,11:47:07,902,TRAFFIC STOP
191017000595,77th Street,1253,2019-10-17T00:00:00.000,04:59:58,110S,NARCOTIC SUSP
912050000023,Hollywood,0632,2019-12-05T00:00:00.000,01:28:49,594SN,SUSP NOW
190703003063,West LA,0824,2019-07-03T00:00:00.000,13:01:07,902,TRAFFIC STOP
190516001667,Devonshire,1793,2019-05-16T00:00:00.000,09:49:29,9049,REFUSING ID
190201001982,Southeast,1851,2019-02-01T00:00:00.000,10:51:55,620B,BUSN
190516000727,Southwest,0359,2019-05-16T00:00:00.000,05:46:46,906B4,OTHER/459 SILENT
190722000546,Hollywood,0643,2019-07-22T00:00:00.000,02:52:30,9212,TRESPASS SUSP
190821000317,Outside,,2019-08-21T00:00:00.000,01:47:57,006,CODE 6
912060000262,Topanga,2136,2019-12-06T00:00:00.000,12:59:52,415M,MAN
190729004286,Outside,,2019-07-29T00:00:00.000,15:53:53,902,TRAFFIC STOP
911230000093,West Valley,1008,2019-11-23T00:00:00.000,06:45:32,507R,RADIO
001210000370,Wilshire,0722,2020-01-21T00:00:00.000,14:53:48,006,CODE 6
912020000005,Devonshire,1761,2019-12-02T00:00:00.000,00:20:46,415M,MAN
190712007077,Northeast,1133,2019-07-12T00:00:00.000,23:13:45,390W,WMN
190214003395,Harbor,0514,2019-02-14T00:00:00.000,16:31:35,9045,H & R MISD
190221003875,Newton,1325,2019-02-21T00:00:00.000,16:07:12,620L,LANDLORD/TENANT
190902003823,Outside,,2019-09-02T00:00:00.000,15:51:44,006,CODE 6
190615003632,Outside,,2019-06-15T00:00:00.000,15:12:53,006,CODE 6
001240000023,Outside,,2020-01-24T00:00:00.000,01:09:18,006,CODE 6
190612002935,West LA,0801,2019-06-12T00:00:00.000,12:37:34,006,CODE 6
190911004608,Foothill,1611,2019-09-11T00:00:00.000,16:44:46,906B1,CODE 30 RINGER
190531004279,Southeast,1821,2019-05-31T00:00:00.000,18:06:30,900,UNKNOWN TROUBLE
190421004476,Van Nuys,,2019-04-21T00:00:00.000,21:40:54,006,CODE 6
190306005026,77th Street,,2019-03-06T00:00:00.000,21:09:49,006,CODE 6
190502001481,Mission,1985,2019-05-02T00:00:00.000,08:28:36,594I,INVEST
001170000048,Outside,,2020-01-17T00:00:00.000,04:01:09,006,CODE 6
190816002101,Newton,1345,2019-08-16T00:00:00.000,10:40:57,1101,NARCOTIC ACTIVITY
190315002859,77th Street,,2019-03-15T00:00:00.000,13:32:57,006,CODE 6
911100000066,Hollywood,0615,2019-11-10T00:00:00.000,04:13:04,507P,PARTY
191015003852,Outside,,2019-10-15T00:00:00.000,15:02:28,006,CODE 6
190826002555,Olympic,2045,2019-08-26T00:00:00.000,11:58:09,594SL,SUSP J/L
190405004128,West Valley,,2019-04-05T00:00:00.000,17:47:05,006,CODE 6
190622000598,Outside,,2019-06-22T00:00:00.000,02:10:28,902,TRAFFIC STOP
190304001342,UNK,,2019-03-04T00:00:00.000,08:40:39,006,CODE 6
190519002450,Wilshire,0783,2019-05-19T00:00:00.000,14:06:08,620F,FAMILY
190808005127,Rampart,0203,2019-08-08T00:00:00.000,19:32:48,9045,H & R MISD
912270000097,Pacific,1446,2019-12-27T00:00:00.000,07:54:54,900,UNKNOWN TROUBLE
190702000554,West Valley,1061,2019-07-02T00:00:00.000,04:05:47,459W,WINDOW SMASH
190815003797,Southeast,1821,2019-08-15T00:00:00.000,14:53:38,006,CODE 6
190101004524,West Valley,1015,2019-01-01T00:00:00.000,19:17:52,415M,MAN
190904000184,Van Nuys,0914,2019-09-04T00:00:00.000,00:56:07,907A2,AMB O/D
190403002318,Northeast,,2019-04-03T00:00:00.000,11:45:07,006,CODE 6
190509004107,Hollenbeck,,2019-05-09T00:00:00.000,16:18:26,006,CODE 6
190907001730,Olympic,2024,2019-09-07T00:00:00.000,09:22:11,620D,DOM VIOL
190426000746,Northeast,,2019-04-26T00:00:00.000,06:03:48,006,CODE 6
190508000033,Olympic,2038,2019-05-08T00:00:00.000,00:07:05,415M,MAN
190611001251,Outside,,2019-06-11T00:00:00.000,07:45:50,006,CODE 6
001120000442,Pacific,1445,2020-01-12T00:00:00.000,21:49:36,415M,MAN
190223004019,Central,0176,2019-02-23T00:00:00.000,17:57:09,906B1,CODE 30 RINGER
912070000017,Topanga,2177,2019-12-07T00:00:00.000,00:54:01,507P,PARTY
190728005706,Mission,1974,2019-07-28T00:00:00.000,21:47:59,459X,I/P
190116000084,Central,0152,2019-01-16T00:00:00.000,00:39:17,006,CODE 6
190903002598,Outside,,2019-09-03T00:00:00.000,11:03:41,006,CODE 6
912140000004,Outside,,2019-12-14T00:00:00.000,00:09:54,006,CODE 6
190417001077,Olympic,,2019-04-17T00:00:00.000,08:00:53,006,CODE 6
191010001772,Outside,,2019-10-10T00:00:00.000,09:30:28,006,CODE 6
190618000525,West LA,0841,2019-06-18T00:00:00.000,03:49:02,415M,MAN
191014002702,Harbor,0517,2019-10-14T00:00:00.000,12:50:26,415F,FIGHT
911250000583,Southeast,1842,2019-11-25T00:00:00.000,23:52:40,242S,SUSP
190403005012,Hollywood,0667,2019-04-03T00:00:00.000,19:31:57,9212,TRESPASS SUSP
190419002933,Central,,2019-04-19T00:00:00.000,13:17:47,006,CODE 6
190907001664,Outside,,2019-09-07T00:00:00.000,09:06:53,006,CODE 6
190626002153,Outside,,2019-06-26T00:00:00.000,10:24:52,006,CODE 6
190131001608,Southeast,,2019-01-31T00:00:00.000,09:28:17,006,CODE 6
190725004620,Van Nuys,0911,2019-07-25T00:00:00.000,17:19:02,245AS,AMB SUSP
190923000341,N Hollywood,1569,2019-09-23T00:00:00.000,01:47:12,906B1,CODE 30 RINGER
190619007238,Outside,,2019-06-19T00:00:00.000,23:00:41,006,CODE 6
191011003634,Outside,,2019-10-11T00:00:00.000,19:17:13,006,CODE 6
912180000166,Outside,,2019-12-18T00:00:00.000,09:36:44,006,CODE 6
190305001030,Hollywood,0645,2019-03-05T00:00:00.000,07:56:35,507C,CONSTRUCTION
190302004903,Hollenbeck,0402,2019-03-02T00:00:00.000,22:20:45,620M,MAN/WMN
190926001287,Outside,,2019-09-26T00:00:00.000,07:57:41,006,CODE 6
190710004662,Pacific,1485,2019-07-10T00:00:00.000,17:55:24,906B1,CODE 30 RINGER
190512001682,Central,0156,2019-05-12T00:00:00.000,09:58:09,9212N,TRESPASS SUSP NOW
911090000059,Foothill,1653,2019-11-09T00:00:00.000,03:47:39,415G,GRP
191019004663,Hollenbeck,0416,2019-10-19T00:00:00.000,20:12:58,921C,COMPLAINT
190404002123,West Valley,1044,2019-04-04T00:00:00.000,10:48:53,415M6,MAN W/KNIVES
190710004336,West Valley,1025,2019-07-10T00:00:00.000,16:27:26,90436,CPI DUI INV
001070000530,Outside,,2020-01-07T00:00:00.000,21:09:39,006,CODE 6
190611006340,Hollywood,0622,2019-06-11T00:00:00.000,21:01:38,006,CODE 6
190720001967,Pacific,1432,2019-07-20T00:00:00.000,10:13:08,4591I,BFV INVEST
912110000230,Southeast,1824,2019-12-11T00:00:00.000,11:38:34,006,CODE 6
190207006101,Mission,1921,2019-02-07T00:00:00.000,22:03:18,9045,H & R MISD
190604000051,Outside,,2019-06-04T00:00:00.000,00:12:25,006,CODE 6
190712005636,Outside,,2019-07-12T00:00:00.000,19:47:21,006,CODE 6
190709007237,Harbor,0518,2019-07-09T00:00:00.000,23:18:52,921P2,POSS TRESPASS SUSP
190830000214,Foothill,1657,2019-08-30T00:00:00.000,00:50:29,459PS,POSS SUSP
190618001999,Outside,,2019-06-18T00:00:00.000,09:47:05,006,CODE 6
190409006469,Topanga,2157,2019-04-09T00:00:00.000,23:42:41,415G,GRP
190518002710,Southwest,0334,2019-05-18T00:00:00.000,13:17:27,415M8W,MAN ASSLTG WMN
190906005764,Central,0165,2019-09-06T00:00:00.000,20:14:47,261PS,POSS SUSP
190312001462,Northeast,1175,2019-03-12T00:00:00.000,09:01:07,902,TRAFFIC STOP
190207002460,77th Street,1205,2019-02-07T00:00:00.000,11:57:32,6201,ROOMMATE
190501005153,Wilshire,0724,2019-05-01T00:00:00.000,17:49:56,484SL,SUSP J/L
190821007264,Outside,,2019-08-21T00:00:00.000,23:33:26,006,CODE 6
190714000063,Devonshire,1767,2019-07-14T00:00:00.000,00:16:00,620N,NEIGHBOR
190506005827,Central,0162,2019-05-06T00:00:00.000,21:33:40,245SN,SUSP NOW
911170000309,Foothill,1676,2019-11-17T00:00:00.000,15:53:23,242D,DOM VIOL
190726000267,Hollywood,0645,2019-07-26T00:00:00.000,01:10:07,9212,TRESPASS SUSP
190604006225,Outside,,2019-06-04T00:00:00.000,22:18:48,006,CODE 6
190829002404,Outside,,2019-08-29T00:00:00.000,11:11:51,006,CODE 6
191008005988,77th Street,1253,2019-10-08T00:00:00.000,20:59:06,620F,FAMILY
190113003419,Southeast,1804,2019-01-13T00:00:00.000,17:19:51,006,CODE 6
190730000554,Olympic,2044,2019-07-30T00:00:00.000,03:26:23,006,CODE 6
190531003930,Hollenbeck,0448,2019-05-31T00:00:00.000,17:45:50,620B,BUSN
191026002060,West Valley,1078,2019-10-26T00:00:00.000,11:08:56,9046,DUI INVD
190731006005,Foothill,1676,2019-07-31T00:00:00.000,20:15:10,415G,GRP
190619006705,Hollenbeck,0491,2019-06-19T00:00:00.000,21:38:35,415W,WOMAN
190615002021,West LA,0851,2019-06-15T00:00:00.000,09:53:09,902,TRAFFIC STOP
190521003953,Olympic,2097,2019-05-21T00:00:00.000,15:45:48,459I,INVEST
190212003022,Newton,1383,2019-02-12T00:00:00.000,13:13:18,6201,ROOMMATE
912310000417,Hollenbeck,0426,2019-12-31T00:00:00.000,18:55:27,246H,HEARD ONLY
190629002762,Hollywood,0676,2019-06-29T00:00:00.000,12:13:22,906B1,CODE 30 RINGER
190722000125,Central,0152,2019-07-22T00:00:00.000,00:29:16,902,TRAFFIC STOP
190101001114,Van Nuys,0946,2019-01-01T00:00:00.000,02:38:47,907A3,AMB ATT SUICIDE
190220003474,Pacific,,2019-02-20T00:00:00.000,14:13:38,006,CODE 6
912080000295,Rampart,0257,2019-12-08T00:00:00.000,15:25:48,207P,POSS
190220005656,Mission,,2019-02-20T00:00:00.000,20:41:00,006,CODE 6
190401003532,Van Nuys,,2019-04-01T00:00:00.000,14:54:35,006,CODE 6
190202005266,Foothill,1684,2019-02-03T00:00:00.000,00:01:08,484I,INVEST
190124001616,Southwest,,2019-01-24T00:00:00.000,09:11:33,006,CODE 6
912150000288,Pacific,1406,2019-12-15T00:00:00.000,14:33:58,1101,NARCOTIC ACTIVITY
190703006804,Southwest,0395,2019-07-03T00:00:00.000,22:34:41,9073,ATT SUICIDE
190227005404,West LA,0852,2019-02-27T00:00:00.000,20:24:15,006,CODE 6
190411001447,Hollywood,0646,2019-04-11T00:00:00.000,09:10:01,006,CODE 6
001090000106,Outside,,2020-01-09T00:00:00.000,07:54:08,006,CODE 6
190118005029,77th Street,1265,2019-01-18T00:00:00.000,21:07:06,006,CODE 6
190703000757,Hollywood,0643,2019-07-03T00:00:00.000,04:55:18,459PS,POSS SUSP
190122005464,UNK,,2019-01-22T00:00:00.000,20:11:54,006,CODE 6
190715001397,Harbor,0563,2019-07-15T00:00:00.000,08:12:56,415M8W,MAN ASSLTG WMN
001160000199,Southeast,1863,2020-01-16T00:00:00.000,10:46:08,006,CODE 6
190103005666,UNK,,2019-01-03T00:00:00.000,21:38:29,006,CODE 6
191003002184,Outside,,2019-10-03T00:00:00.000,10:46:47,902,TRAFFIC STOP
190127002874,Southwest,,2019-01-27T00:00:00.000,13:56:28,006,CODE 6
190914004206,N Hollywood,1555,2019-09-14T00:00:00.000,17:00:51,242SL,SUSP J/L
190627000270,Olympic,2029,2019-06-27T00:00:00.000,01:11:43,9045,H & R MISD
911070000295,Topanga,2189,2019-11-07T00:00:00.000,13:22:57,918M,MALE
190208004533,Pacific,1433,2019-02-08T00:00:00.000,18:22:34,006,CODE 6
190315000531,Newton,1351,2019-03-15T00:00:00.000,03:09:10,7203,FD
190719005798,Outside,,2019-07-19T00:00:00.000,20:15:02,006,CODE 6
190504002546,UNK,,2019-05-04T00:00:00.000,12:59:00,006,CODE 6
191016000744,Outside,,2019-10-16T00:00:00.000,06:14:04,006,CODE 6
190426003600,77th Street,1207,2019-04-26T00:00:00.000,15:54:30,9043,CPI
190403006196,UNK,,2019-04-03T00:00:00.000,22:38:17,006,CODE 6
190129006838,Van Nuys,0914,2019-01-29T00:00:00.000,23:31:16,415G,GRP
001180000497,N Hollywood,1567,2020-01-18T00:00:00.000,22:18:57,9901,OFCR
190904002354,Outside,,2019-09-04T00:00:00.000,10:52:19,006,CODE 6
191002002807,Outside,,2019-10-02T00:00:00.000,13:20:19,006,CODE 6
911100000497,Central,0123,2019-11-10T00:00:00.000,21:25:00,921O,OFCR HLDG
190519003463,Outside,,2019-05-19T00:00:00.000,17:40:07,006,CODE 6
190718006727,West LA,0852,2019-07-18T00:00:00.000,22:14:00,459PS,POSS SUSP
911200000117,Central,0119,2019-11-20T00:00:00.000,08:18:41,594I,INVEST
190319004372,Hollywood,,2019-03-19T00:00:00.000,16:24:42,006,CODE 6
190820002078,Outside,,2019-08-20T00:00:00.000,10:04:23,006,CODE 6
001040000207,Outside,,2020-01-04T00:00:00.000,11:27:27,006,CODE 6
190813007115,West Valley,1061,2019-08-13T00:00:00.000,23:35:57,507P,PARTY
190919003620,Newton,1347,2019-09-19T00:00:00.000,15:00:36,5031I,STOLEN INV
